,Name,Taste,Type,Function,Effect
398,海螵蛸,咸、涩、微温,胃、肝、肾,收敛、止血、固精、止带、敛疮,吐血、衄血、崩漏、便血、遗精、滑精、赤白、带下、胃痛
399,莲子,甘、涩、平,脾、肾、心,止泻、止带、涩精、安神,脾虚、泄泻、带下、遗精、心悸、失眠
400,碧桃干,苦、酸、平,心、肾,敛汗、涩精、止血,自汗、盗汗、遗精、劳嗽、吐血、妊娠、下血
401,乌梅,酸、涩、平,肝、脾、肺、大肠,敛肺、涩肠、生津,肺虚、久痢、消渴、蛔厥呕吐腹痛、便血、崩漏
402,没食子,苦、涩、温,大肠、肾、肺,涩肠、固精、敛肺、止血,久泻、久痢、滑泄、咳嗽、咯血、便血、疮疡
403,椿白皮,苦、涩、微寒,胃、大肠,清热、燥湿、涩肠、止泻、收敛、止血,久泻、久痢、月经、崩漏、带下、肠风便血等
404,橡实,苦、涩、微温,脾、大肠,涩肠、止血、解毒,泻痢、脱肛、小儿、疝气、痔血、便血、久溃
405,硫磺,酸、温,有毒,壮阳、解毒、杀虫、主治阳痿遗精、尿频、带下、虚寒、泻痢、大便,疥癣、阴疽、恶疮
406,雄黄,辛、温,有毒,解毒、杀虫、燥湿、祛痰、截疟,痈肿、疔疮、虫积、腹痛、惊痫、疟疾
407,砒石,辛、大热,有大毒,祛痰、截疟,内服、疟疾；外用溃疡腐肉不脱、瘰疬、牙疳、痔疮
408,轻粉,辛、寒,有毒,祛痰、消积、逐水通便；外用杀虫、攻毒、敛疮,积滞、水肿、鼓胀、二便不利；疥疮、顽癣、疮疡、湿疹
409,铅丹,辛、寒,有毒,镇惊、杀虫、消积、解毒、生肌、敛疮,内服治惊痫癫狂、疟疾；外用痈疽、溃疡、出血、口疮、目赤、烫伤
410,炉甘石,甘、平,肝、胃,清热明目去翳、止痒敛疮,目赤、溃疡、皮肤、瘙痒
411,硼砂,甘、咸、凉,肺、胃,清热、消痰、解毒、软坚、散结,内服肺嗽、痰多、噎膈、咽喉骨哽；外用、口舌生疮、目赤
412,白矾,酸、涩、寒,肺、脾、肝、大肠,解毒、杀虫、止痒、止血、止泻、清热、消痰,内服泻痢、吐衄、下血、崩漏、阴痒、带下、癫痫；外用痈疽肿毒、湿疹、疥癣
413,绿矾,酸、涩、凉,脾、肝,燥湿、化痰、消积、杀虫、止血、解毒、敛疮,胀满
414,毛莨,辛、温,有毒,有强烈皮肤刺激作用、多作发泡药,疟疾、黄疸、风湿、痹痛、偏头痛、胃痛
415,斑蝥,辛、热,有大毒,破血、攻毒,癥瘕、癌肿、顽癣、瘰疬、赘疣、痈疽、恶疮
416,蛇床子,辛、苦、温,有小毒,壮阳、燥湿、止痒、杀虫,阳痿、宫冷、不孕、寒湿、带下、湿痹、腰痛
417,露蜂房,甘、平,有毒,消肿、祛风、止痛、杀虫、止痒,痈疽、肿毒、瘰疬、恶疮、牙痛、风湿、痹痛、皮肤、顽癣、瘙痒
418,木芙蓉叶,微辛、微苦、微寒,肺、肝,清热、解毒、消肿、排脓、散瘀、止痛,肿毒、目赤、肿毒、等
419,血竭,甘、咸、平,心、肝,散瘀、止血、生肌,跌打、损伤、瘀血、肿痛、外伤、出血、溃疡
420,木槿皮,甘、苦、温,有小毒,解毒、除湿、杀虫、止痒,皮肤、疥癣、带下、泻痢、肿痛
421,儿茶,苦、涩、寒,肺、脾、心,收敛、止血、敛疮、生肌、止痛、清热、化痰,吐血、衄血、尿血、血痢、溃疡、咳嗽、牙疳、口疮、跌仆、外伤、出血
422,松花粉,甘、温,肝、脾,祛风、止血,湿疹、皮肤、尿布性皮炎、及眩晕、溃疡
423,密陀僧,咸、辛、平,有毒,燥湿、杀虫、敛疮,湿疹、疥癣、阴痒、牙疳、口疮、肿毒、痔疮、溃疡久不收口等
424,硇砂,咸、苦、辛、温,有毒,消积、软坚、化痰,噎膈、反胃、喉痹痰饮；治痈疽、瘰疬
425,蓖麻子,甘、辛、平,有小毒,消肿、祛风、通络、通便,痈疽、肿毒、疔疮、瘰疬、喉痹、疥癣、水肿、大便
426,象皮,甘、咸、平,外用、研末敷或调敷、亦可制成膏剂敷贴,止血、敛疮,出血、溃疡久不收口
